Survived,Pclass,Sex,Age,Fare,Embarked,Title,CategoricalAge,WomanWithKid,PersonsInTicket,Cost,FareLog,CostLog,CategoricalFare,CategoricalCost
0.0,3,0,38,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,2,0,18,74,1,1,2,0,7,10,6.22,3.52,4,4
0.0,3,0,1,47,1,5,1,0,8,6,5.58,2.78,4,7
1.0,2,1,36,13,1,2,3,0,1,13,3.81,3.81,2,5
0.0,3,0,43,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,2,1,17,12,2,2,2,0,1,12,3.7,3.7,2,5
1.0,1,0,36,120,1,1,3,0,4,30,6.92,4.95,4,2
1.0,3,0,21,8,1,1,2,0,1,8,3.14,3.14,1,8
0.0,3,0,28,8,1,1,2,0,1,8,3.16,3.16,1,8
1.0,1,1,23,113,2,2,2,0,3,38,6.84,5.28,4,3
1.0,3,1,24,17,1,4,2,1,3,6,4.15,2.72,3,7
0.0,3,0,22,8,1,1,2,0,1,8,3.14,3.14,1,8
0.0,3,1,31,8,1,2,2,0,1,8,3.15,3.15,1,8
0.0,2,0,46,26,1,1,3,0,2,13,4.75,3.81,3,5
0.0,2,0,23,10,1,1,2,0,1,10,3.52,3.52,2,4
1.0,2,1,28,13,1,4,2,0,1,13,3.77,3.77,2,5
1.0,3,0,39,8,1,1,3,0,1,8,3.16,3.16,1,8
0.0,3,0,26,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,1,21,10,1,2,2,0,1,10,3.44,3.44,2,9
0.0,3,0,28,16,1,1,2,0,2,8,4.07,3.16,3,8
0.0,3,1,20,9,1,2,2,0,1,9,3.27,3.27,2,9
0.0,2,0,34,21,1,1,3,0,2,10,4.46,3.52,3,4
0.0,3,0,51,8,1,1,4,0,1,8,3.13,3.13,1,8
1.0,2,0,3,19,1,5,1,0,3,6,4.3,2.86,3,4
0.0,3,0,21,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,3,1,35,25,1,2,3,1,5,5,4.73,2.61,3,7
0.0,3,0,22,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,37,7,3,1,3,0,1,7,2.97,2.97,1,7
1.0,1,1,33,90,3,2,3,0,3,30,6.51,4.95,4,2
0.0,2,0,35,0,1,1,3,0,3,0,0.0,0.0,1,4
1.0,3,0,44,8,1,1,3,0,1,8,3.16,3.16,1,8
0.0,3,1,30,8,1,4,2,0,1,8,3.18,3.18,1,8
1.0,2,1,34,32,1,4,3,1,3,11,5.07,3.56,4,5
1.0,2,1,18,13,1,2,2,0,1,13,3.81,3.81,2,5
0.0,2,0,30,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,3,1,10,24,1,3,1,0,3,8,4.65,3.18,3,8
0.0,3,0,36,8,2,1,3,0,1,8,3.15,3.15,1,8
0.0,3,0,21,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,29,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,1,28,14,1,4,2,1,3,5,3.94,2.54,2,7
0.0,3,0,18,20,1,1,2,0,3,7,4.41,2.95,3,7
0.0,3,0,21,7,1,1,2,0,1,7,3.04,3.04,1,7
1.0,2,1,28,26,1,4,2,0,2,13,4.75,3.81,3,5
1.0,2,1,19,26,1,2,2,0,2,13,4.75,3.81,3,5
0.0,3,0,34,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,3,0,32,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,0,28,27,1,1,2,0,1,27,4.78,4.78,3,1
1.0,3,1,42,16,1,4,3,0,2,8,4.1,3.18,3,8
1.0,2,1,42,26,1,4,3,0,2,13,4.75,3.81,3,5
0.0,3,0,17,7,1,1,2,0,1,7,3.02,3.02,1,7
0.0,1,0,50,56,1,1,4,0,2,28,5.83,4.86,4,2
1.0,1,1,14,120,1,3,1,0,4,30,6.92,4.95,4,2
0.0,3,1,21,34,1,2,2,1,5,7,5.14,2.98,4,7
1.0,2,1,24,19,1,4,2,1,3,6,4.3,2.86,3,4
0.0,1,0,64,263,1,1,5,0,6,44,8.04,5.49,4,3
0.0,2,0,31,10,1,1,2,0,1,10,3.52,3.52,2,4
1.0,2,1,45,26,1,4,3,1,3,9,4.77,3.29,3,4
0.0,3,0,20,10,1,1,2,0,1,10,3.39,3.39,2,9
0.0,3,0,25,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,2,1,28,13,1,2,2,0,1,13,3.81,3.81,2,5
1.0,3,0,23,8,1,1,2,0,1,8,3.19,3.19,1,8
1.0,1,0,4,82,1,5,1,0,3,27,6.37,4.82,4,1
1.0,2,1,13,20,1,3,1,0,2,10,4.36,3.43,3,4
1.0,1,0,34,27,1,1,3,0,1,27,4.78,4.78,3,1
1.0,3,1,5,19,2,3,1,0,4,5,4.34,2.54,3,7
1.0,1,0,52,30,1,1,4,0,1,30,4.98,4.98,3,2
0.0,2,0,36,28,1,1,3,0,4,7,4.85,2.99,3,4
0.0,3,0,42,20,1,1,3,0,1,20,4.39,4.39,3,9
0.0,1,0,30,28,2,1,2,0,1,28,4.85,4.85,3,2
1.0,1,0,49,89,2,1,4,0,2,45,6.49,5.51,4,3
0.0,3,0,29,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,3,0,29,8,2,1,2,0,1,8,3.15,3.15,1,8
0.0,1,0,65,27,1,1,5,0,1,27,4.78,4.78,3,1
1.0,1,1,42,52,1,4,3,0,2,26,5.72,4.75,4,1
1.0,2,1,50,10,1,2,4,0,1,10,3.52,3.52,2,4
0.0,3,0,24,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,1,0,48,27,1,1,4,0,1,27,4.78,4.78,3,1
0.0,3,0,34,8,1,1,3,0,1,8,3.18,3.18,1,8
0.0,1,0,47,38,1,1,3,0,1,38,5.3,5.3,4,3
0.0,2,0,48,13,1,1,4,0,1,13,3.81,3.81,2,5
0.0,3,0,27,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,0,38,7,1,1,3,0,1,7,3.01,3.01,1,7
0.0,2,0,32,0,1,1,3,0,3,0,0.0,0.0,1,4
0.0,1,0,56,27,1,1,4,0,1,27,4.78,4.78,3,1
0.0,3,0,43,8,3,1,3,0,1,8,3.13,3.12,1,8
1.0,3,1,0,19,2,3,1,0,4,5,4.34,2.54,3,7
0.0,3,0,44,7,1,1,3,0,1,7,3.04,3.04,1,7
0.0,3,0,38,9,1,1,3,0,1,9,3.27,3.27,2,9
1.0,2,1,33,28,1,4,3,1,4,7,4.85,2.99,3,4
1.0,2,1,23,14,2,4,2,0,1,14,3.89,3.89,2,6
0.0,3,1,22,10,1,2,2,0,1,10,3.44,3.44,2,9
0.0,1,0,20,52,1,1,2,0,2,26,5.73,4.75,4,1
0.0,2,0,34,21,1,1,3,0,2,10,4.46,3.52,3,4
0.0,3,0,29,7,1,1,2,0,1,7,3.01,3.01,1,7
0.0,3,0,22,8,1,1,2,0,1,8,3.09,3.09,1,8
1.0,3,1,2,12,1,3,1,0,2,6,3.73,2.84,2,7
0.0,3,0,9,47,1,5,1,0,8,6,5.58,2.78,4,7
0.0,2,0,41,0,1,1,3,0,1,0,0.0,0.0,1,4
0.0,3,0,50,8,1,1,4,0,1,8,3.18,3.18,1,8
1.0,3,1,63,10,1,4,4,0,1,10,3.4,3.4,2,9
1.0,1,0,25,91,2,1,2,0,2,46,6.52,5.54,4,3
0.0,3,1,31,25,1,2,2,1,5,5,4.73,2.61,3,7
1.0,1,1,35,90,1,4,3,0,2,45,6.51,5.52,4,3
0.0,1,0,58,30,2,1,4,0,1,30,4.94,4.94,3,2
0.0,3,0,30,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,3,0,9,16,1,5,1,0,3,5,4.08,2.66,3,7
0.0,3,0,20,20,1,1,2,0,1,20,4.39,4.39,3,9
0.0,3,0,21,7,1,1,2,0,1,7,3.04,3.04,1,7
0.0,1,0,55,30,1,1,4,0,1,30,4.98,4.98,3,2
0.0,1,0,71,50,2,1,5,0,1,50,5.66,5.66,4,3
0.0,3,0,21,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,0,36,14,2,1,3,0,2,7,3.95,3.04,2,7
1.0,1,1,54,78,2,2,4,0,2,39,6.31,5.33,4,3
0.0,3,0,32,15,1,1,3,0,2,8,4.01,3.1,3,8
0.0,1,1,25,152,1,4,2,1,6,25,7.25,4.71,4,1
0.0,3,0,24,8,1,1,2,0,1,8,3.14,3.14,1,8
0.0,3,0,17,9,1,1,2,0,1,9,3.27,3.27,2,9
0.0,3,1,21,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,1,34,8,3,2,3,0,1,8,3.11,3.11,1,8
0.0,3,1,37,10,1,2,3,0,1,10,3.4,3.4,2,9
1.0,1,1,16,86,1,2,2,0,3,29,6.45,4.9,4,2
0.0,1,0,18,109,2,1,2,0,3,36,6.78,5.22,4,2
1.0,2,1,33,26,1,4,3,1,3,9,4.75,3.27,3,4
1.0,1,0,25,27,1,1,2,0,1,27,4.78,4.78,3,1
0.0,3,0,28,23,1,1,2,0,3,8,4.56,3.09,3,8
1.0,3,0,26,56,1,1,2,0,8,7,5.85,3.01,4,7
1.0,3,0,29,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,29,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,1,0,36,26,1,1,3,0,1,26,4.77,4.77,3,1
1.0,1,1,54,59,2,4,4,0,2,30,5.92,4.94,4,2
0.0,3,0,24,7,1,1,2,0,1,8,3.09,3.09,1,8
0.0,1,0,47,34,1,1,3,0,1,34,5.13,5.13,4,2
1.0,2,1,34,10,1,4,3,0,1,10,3.52,3.52,2,4
0.0,3,0,24,24,3,1,2,0,3,8,4.65,3.18,3,8
1.0,2,1,36,26,1,4,3,0,2,13,4.75,3.81,3,5
0.0,3,0,32,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,1,1,30,94,1,2,2,0,4,23,6.56,4.61,4,1
0.0,3,0,22,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,20,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,1,1,44,58,2,4,3,0,2,29,5.88,4.91,4,2
0.0,3,0,22,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,40,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,2,1,50,10,1,2,4,0,1,10,3.52,3.52,2,4
0.0,1,0,23,222,1,1,2,0,4,55,7.8,5.82,4,3
0.0,3,0,39,8,1,1,3,0,1,8,3.16,3.16,1,8
0.0,2,0,23,12,1,1,2,0,1,12,3.64,3.64,2,5
1.0,2,1,2,26,1,3,1,0,3,9,4.75,3.27,3,4
0.0,3,0,28,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,17,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,3,1,47,22,2,4,3,1,3,7,4.55,3.08,3,7
0.0,3,1,30,9,1,2,2,0,1,9,3.27,3.27,2,9
1.0,2,1,7,26,1,3,1,0,3,9,4.77,3.29,3,4
0.0,1,0,45,27,1,1,3,0,1,27,4.78,4.78,3,1
1.0,1,1,30,106,2,2,2,0,3,35,6.75,5.19,4,2
0.0,3,0,33,14,1,1,3,0,2,7,3.95,3.04,2,7
1.0,1,1,22,50,2,2,2,0,1,50,5.66,5.66,4,3
1.0,1,1,36,71,1,2,3,0,2,36,6.17,5.19,4,2
0.0,3,1,9,31,1,3,1,0,7,4,5.01,2.45,3,7
0.0,3,1,11,31,1,3,1,0,7,4,5.01,2.45,3,7
1.0,2,0,32,26,1,1,3,0,2,13,4.75,3.81,3,5
0.0,1,0,50,106,2,1,4,0,3,35,6.75,5.19,4,2
0.0,1,0,64,26,1,1,5,0,1,26,4.75,4.75,3,1
1.0,2,1,19,26,1,4,2,0,2,13,4.75,3.81,3,5
1.0,2,0,30,14,2,1,2,0,1,14,3.89,3.89,2,6
0.0,3,0,33,21,1,1,3,0,3,7,4.43,2.97,3,7
1.0,2,0,8,37,1,5,1,0,4,9,5.24,3.35,4,4
1.0,1,0,17,111,2,1,2,0,4,28,6.81,4.84,4,2
0.0,2,0,27,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,3,0,35,8,3,1,3,0,1,8,3.14,3.14,1,8
1.0,3,0,22,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,3,1,22,8,1,2,2,0,1,8,3.13,3.13,1,8
0.0,1,0,62,27,1,1,4,0,1,27,4.78,4.78,3,1
1.0,1,1,48,40,2,4,4,0,1,40,5.34,5.34,4,3
0.0,1,0,42,228,2,1,3,0,5,46,7.84,5.54,4,3
1.0,1,1,39,80,1,4,3,0,3,27,6.33,4.78,4,1
1.0,3,1,36,17,1,4,3,0,2,9,4.2,3.28,3,9
0.0,3,0,23,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,40,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,2,0,28,14,1,1,2,0,1,14,3.86,3.86,2,6
0.0,3,0,21,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,1,35,8,1,2,3,0,1,8,3.18,3.18,1,8
0.0,3,0,24,24,1,1,2,0,3,8,4.65,3.18,3,8
0.0,3,0,19,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,1,29,21,1,4,2,1,5,4,4.46,2.38,3,7
0.0,3,0,44,7,2,1,3,0,1,7,3.04,3.04,1,7
1.0,3,0,32,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,2,0,62,10,1,1,4,0,1,10,3.52,3.52,2,4
1.0,1,1,53,51,1,4,4,0,2,26,5.71,4.74,4,1
1.0,1,0,36,26,1,1,3,0,1,26,4.78,4.78,3,1
1.0,3,1,23,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,16,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,0,19,14,1,1,2,0,2,7,3.95,3.04,2,7
1.0,2,1,34,13,1,2,3,0,1,13,3.81,3.81,2,5
1.0,1,1,39,56,1,4,3,0,2,28,5.83,4.86,4,2
0.0,3,1,38,14,2,4,3,0,2,7,3.95,3.04,2,7
1.0,3,0,32,8,1,1,3,0,1,8,3.16,3.16,1,8
1.0,2,1,25,30,1,2,2,0,2,15,4.95,4.0,3,6
1.0,1,1,39,111,2,4,3,0,4,28,6.81,4.84,4,2
0.0,2,0,54,26,1,1,4,0,2,13,4.75,3.81,3,5
0.0,1,0,36,40,2,1,3,0,1,40,5.36,5.36,4,3
0.0,3,0,43,9,2,1,3,0,1,9,3.28,3.28,2,9
1.0,1,1,18,80,1,2,2,0,3,27,6.33,4.78,4,1
0.0,2,0,47,15,1,1,3,0,1,15,4.0,4.0,3,6
1.0,1,0,60,79,2,1,4,0,2,40,6.33,5.34,4,3
0.0,3,0,22,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,0,36,8,1,1,3,0,1,8,3.18,3.18,1,8
0.0,3,0,35,7,1,1,3,0,1,7,3.02,3.02,1,7
1.0,1,1,52,78,2,4,4,0,2,39,6.31,5.33,4,3
0.0,3,0,47,7,1,1,3,0,1,7,3.04,3.04,1,7
0.0,3,1,25,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,2,0,37,26,1,1,3,0,2,13,4.75,3.81,3,5
0.0,3,0,36,24,1,1,3,0,3,8,4.65,3.18,3,8
1.0,2,1,30,33,1,2,2,0,3,11,5.09,3.58,4,5
0.0,3,0,49,0,1,1,4,0,4,0,0.0,0.0,1,7
0.0,3,0,27,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,1,0,49,57,2,1,4,0,2,28,5.86,4.88,4,2
1.0,2,1,24,27,1,4,2,0,2,14,4.81,3.86,3,6
0.0,3,0,34,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,1,0,22,42,1,1,2,0,2,21,5.44,4.47,4,1
0.0,3,0,44,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,0,35,27,2,1,3,0,1,27,4.78,4.78,3,1
0.0,3,0,36,16,1,1,3,0,2,8,4.05,3.13,3,8
0.0,3,0,30,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,1,0,27,30,1,1,2,0,1,30,4.98,4.98,3,2
1.0,2,1,22,42,2,4,2,1,4,10,5.41,3.51,4,4
1.0,1,1,40,153,1,2,3,0,3,51,7.27,5.7,4,3
0.0,3,1,39,31,1,4,3,1,7,4,5.01,2.45,3,7
0.0,3,0,36,7,1,1,3,0,1,7,3.01,3.01,1,7
1.0,3,1,18,16,3,2,2,0,2,8,4.04,3.13,3,8
0.0,3,0,41,8,3,1,3,0,1,8,3.13,3.13,1,8
0.0,3,0,35,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,2,1,24,65,1,2,2,0,5,13,6.04,3.81,4,5
0.0,3,0,34,14,1,1,3,0,3,5,3.94,2.54,2,7
0.0,3,1,26,16,1,4,2,0,2,8,4.1,3.18,3,8
1.0,2,1,4,39,1,3,1,0,4,10,5.32,3.43,4,4
0.0,2,0,26,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,3,0,27,14,2,1,2,0,2,7,3.95,3.04,2,7
1.0,1,0,42,53,1,1,3,0,2,26,5.74,4.77,4,1
1.0,3,0,20,16,2,1,2,0,3,5,4.07,2.64,3,7
0.0,3,0,21,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,21,16,1,1,2,0,2,8,4.1,3.18,3,8
0.0,1,0,61,32,1,1,4,0,1,32,5.06,5.06,4,2
0.0,2,0,57,12,3,1,4,0,1,12,3.74,3.74,2,5
1.0,1,1,21,78,1,2,2,0,3,26,6.3,4.75,4,1
0.0,3,0,26,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,40,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,1,0,80,30,1,1,5,0,1,30,4.95,4.95,3,2
0.0,3,0,51,7,1,1,4,0,1,7,3.01,3.01,1,7
1.0,1,0,32,30,2,1,3,0,1,30,4.98,4.98,3,2
0.0,1,0,26,0,1,1,2,0,1,0,0.0,0.0,1,1
0.0,3,1,9,28,1,3,1,0,6,5,4.85,2.5,3,7
1.0,2,1,28,13,1,2,2,0,1,13,3.81,3.81,2,5
0.0,3,0,32,8,1,1,3,0,1,8,3.16,3.16,1,8
0.0,2,0,31,26,1,1,2,0,3,9,4.77,3.29,3,4
0.0,3,1,41,40,1,4,3,1,7,6,5.35,2.74,4,7
0.0,3,0,28,16,1,1,2,0,2,8,4.1,3.18,3,8
0.0,3,0,20,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,1,1,24,69,2,2,2,0,2,35,6.14,5.16,4,2
0.0,3,1,2,28,1,3,1,0,6,5,4.85,2.5,3,7
1.0,3,0,35,56,1,1,3,0,8,7,5.85,3.01,4,7
1.0,3,1,0,19,2,3,1,0,4,5,4.34,2.54,3,7
1.0,1,0,48,77,2,1,4,0,3,26,6.28,4.73,4,1
0.0,3,0,19,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,1,0,56,36,2,1,4,0,1,36,5.19,5.19,4,2
0.0,3,0,42,8,1,1,3,0,1,8,3.1,3.1,1,8
1.0,3,1,23,8,1,2,2,0,1,8,3.1,3.1,1,8
0.0,3,0,40,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,2,1,18,23,1,2,2,0,2,12,4.58,3.64,3,5
0.0,3,0,21,8,1,1,2,0,1,8,3.24,3.24,1,8
1.0,3,1,26,8,3,2,2,0,1,8,3.14,3.14,1,8
0.0,3,1,18,7,3,2,2,0,1,7,2.95,2.95,1,7
0.0,2,0,24,74,1,1,2,0,7,10,6.22,3.52,4,4
0.0,3,0,44,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,3,1,32,16,3,4,3,0,2,8,4.04,3.13,3,8
0.0,2,0,23,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,1,0,58,113,2,1,4,0,3,38,6.84,5.28,4,3
1.0,1,0,50,134,1,1,4,0,2,67,7.07,6.08,4,3
0.0,3,0,40,7,2,1,3,0,1,7,3.04,3.04,1,7
0.0,1,0,47,26,1,1,3,0,1,26,4.73,4.73,3,1
0.0,3,0,36,7,1,1,3,0,1,8,3.09,3.09,1,8
1.0,3,0,20,8,1,1,2,0,1,8,3.16,3.16,1,8
0.0,2,0,32,74,1,1,3,0,7,10,6.22,3.52,4,4
0.0,2,0,25,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,3,0,35,8,1,1,3,0,1,8,3.13,3.13,1,8
0.0,3,0,43,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,1,35,52,1,4,3,0,2,26,5.73,4.75,4,1
1.0,2,1,40,39,1,4,3,1,3,13,5.32,3.81,4,5
0.0,1,0,31,52,1,1,2,0,2,26,5.73,4.75,4,1
0.0,2,0,70,10,1,1,5,0,1,10,3.52,3.52,2,4
1.0,2,0,31,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,2,0,39,0,1,1,3,0,1,0,0.0,0.0,1,4
0.0,3,0,18,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,24,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,3,1,18,10,1,2,2,0,1,10,3.44,3.44,2,9
0.0,3,1,43,47,1,4,3,1,8,6,5.58,2.78,4,7
1.0,1,0,36,512,2,1,3,0,4,128,9.0,7.01,4,3
0.0,3,1,30,8,3,2,2,0,1,8,3.19,3.19,1,8
1.0,1,0,27,77,2,1,2,0,3,26,6.28,4.73,4,1
0.0,3,0,20,9,1,1,2,0,1,9,3.35,3.35,2,9
0.0,3,0,14,47,1,1,1,0,8,6,5.58,2.78,4,7
0.0,2,0,60,39,1,1,4,0,3,13,5.32,3.81,4,5
0.0,2,0,25,42,2,1,2,0,4,10,5.41,3.51,4,4
0.0,3,0,14,40,1,1,1,0,7,6,5.35,2.74,4,7
0.0,3,0,19,10,1,1,2,0,1,10,3.48,3.48,2,9
0.0,3,0,18,8,1,1,2,0,1,8,3.14,3.14,1,8
1.0,1,1,15,211,1,3,1,0,4,53,7.73,5.75,4,3
1.0,1,0,31,57,1,1,2,0,2,28,5.86,4.88,4,2
1.0,3,1,4,13,2,3,1,0,2,7,3.85,2.95,2,7
1.0,3,0,24,56,1,1,2,0,8,7,5.85,3.01,4,7
0.0,3,0,25,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,1,0,60,27,1,1,4,0,1,27,4.78,4.78,3,1
0.0,2,0,52,14,1,1,4,0,1,14,3.86,3.86,2,6
0.0,3,0,44,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,3,1,31,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,1,0,49,111,2,1,4,0,4,28,6.81,4.84,4,2
0.0,3,0,42,8,1,1,3,0,1,8,3.11,3.11,1,8
1.0,1,1,18,228,2,4,2,0,5,46,7.84,5.54,4,3
1.0,1,0,35,26,1,1,3,0,1,26,4.77,4.77,3,1
0.0,3,1,18,14,2,2,2,0,2,7,3.95,3.04,2,7
0.0,3,0,25,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,26,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,2,0,39,26,1,1,3,0,2,13,4.75,3.81,3,5
1.0,2,1,45,14,1,4,3,0,1,14,3.86,3.86,2,6
1.0,1,0,42,26,1,1,3,0,1,26,4.77,4.77,3,1
1.0,1,1,22,152,1,2,2,0,6,25,7.25,4.71,4,1
1.0,3,0,3,15,2,5,1,0,3,5,4.02,2.6,3,7
1.0,1,1,24,50,2,2,2,0,1,50,5.66,5.66,4,3
0.0,1,0,42,27,1,1,3,0,1,27,4.78,4.78,3,1
1.0,1,0,48,52,1,1,4,0,2,26,5.73,4.75,4,1
0.0,3,0,29,9,1,1,2,0,1,9,3.39,3.39,2,9
0.0,2,0,52,13,1,1,4,0,2,6,3.81,2.91,2,4
0.0,3,0,19,8,1,1,2,0,1,8,3.11,3.11,1,8
1.0,1,1,38,228,2,2,3,0,5,46,7.84,5.54,4,3
1.0,2,1,27,10,1,2,2,0,1,10,3.52,3.52,2,4
0.0,3,0,37,16,3,1,3,0,2,8,4.04,3.13,3,8
0.0,3,0,33,8,1,1,3,0,1,8,3.13,3.13,1,8
1.0,2,1,6,33,1,3,1,0,3,11,5.09,3.58,4,5
0.0,3,0,17,7,1,1,2,0,1,7,3.01,3.01,1,7
0.0,2,0,34,13,1,1,3,0,1,13,3.81,3.81,2,5
0.0,2,0,50,13,1,1,4,0,1,13,3.81,3.81,2,5
1.0,1,0,27,53,1,1,2,0,2,27,5.76,4.78,4,1
0.0,3,0,20,9,1,1,2,0,1,9,3.27,3.27,2,9
1.0,2,1,30,21,1,4,2,0,2,10,4.46,3.52,3,4
1.0,3,1,19,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,2,0,25,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,3,1,25,8,1,2,2,0,1,8,3.16,3.16,1,8
1.0,1,1,29,211,1,2,2,0,4,53,7.73,5.75,4,3
0.0,3,0,11,19,2,1,1,0,2,9,4.31,3.38,3,9
0.0,2,0,36,0,1,1,3,0,1,0,0.0,0.0,1,4
0.0,2,0,23,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,2,0,23,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,3,0,28,16,1,1,2,0,2,8,4.1,3.18,3,8
0.0,3,1,48,34,1,4,4,1,5,7,5.14,2.98,4,7
1.0,1,0,35,512,2,1,3,0,4,128,9.0,7.01,4,3
0.0,3,0,42,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,3,0,43,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,1,0,34,30,1,1,3,0,1,30,4.95,4.95,3,2
0.0,1,0,36,79,1,1,3,0,3,26,6.32,4.77,4,1
1.0,1,1,21,262,2,2,2,1,7,37,8.04,5.27,4,3
0.0,3,0,24,16,1,1,2,0,2,8,4.1,3.18,3,8
1.0,3,0,31,8,1,1,2,0,1,8,3.16,3.16,1,8
0.0,1,0,70,71,1,1,5,0,2,36,6.17,5.19,4,2
0.0,3,0,16,20,1,1,2,0,3,7,4.41,2.95,3,7
1.0,2,1,30,13,1,2,2,0,1,13,3.81,3.81,2,5
0.0,1,0,19,53,1,1,2,0,2,27,5.76,4.78,4,1
0.0,3,0,31,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,2,1,4,23,1,3,1,0,3,8,4.58,3.12,3,4
1.0,3,0,6,12,1,5,1,0,2,6,3.75,2.86,2,7
0.0,3,0,33,10,1,1,3,0,1,10,3.39,3.39,2,9
0.0,3,0,23,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,2,1,48,65,1,4,4,0,5,13,6.04,3.81,4,5
1.0,2,0,0,14,1,5,1,0,2,7,3.95,3.04,2,4
0.0,3,0,28,8,1,1,2,0,1,8,3.14,3.14,1,8
0.0,2,0,18,12,1,1,2,0,1,12,3.64,3.64,2,5
0.0,3,0,34,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,1,33,86,1,4,3,0,3,29,6.45,4.9,4,2
0.0,3,0,29,14,1,1,2,0,2,7,3.95,3.04,2,7
0.0,3,0,41,7,1,1,3,0,1,7,3.02,3.02,1,7
1.0,3,0,20,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,1,1,36,120,1,4,3,1,4,30,6.92,4.95,4,2
0.0,3,0,16,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,1,1,51,78,1,4,4,0,3,26,6.3,4.75,4,1
0.0,1,0,44,40,2,1,3,0,1,40,5.34,5.34,4,3
0.0,3,1,30,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,28,24,3,1,2,0,3,8,4.65,3.18,3,8
0.0,3,0,32,8,1,1,3,0,1,8,3.23,3.23,1,8
